,title,price,stars,sales,disc
89,"Redmi 12C (Matte Black, 4GB RAM, 64GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery","6,999",3.9 out of 5 stars,"8,446",
90,"Redmi Note 12 (Ice Blue, 6GB RAM, 64GB Storage)","11,998",3.7 out of 5 stars,96,(37% off)
91,realme Narzo 50 Pro 5G (Hyper Black 6GB RAM+128GB Storage) Dimensity 920 5G Processor |90Hz Super AMOLED Display,"18,999",4.1 out of 5 stars,"9,824",(27% off)
92,"Samsung Galaxy S22 Ultra 5G (Burgundy, 12GB, 512GB Storage) with No Cost EMI/Additional Exchange Offers","98,999",4.3 out of 5 stars,"1,589",(31% off)
93,"Redmi 12C (Mint Green, 4GB RAM, 128GB Storage)","8,499",3.9 out of 5 stars,"8,446",(43% off)
94,itel S23+| 3D Curved Amoled Display| 16GB* RAM+256GB ROM| in-Display Fingerprint| 50MP AI Dual Rear + 32MP Front Camera| 5000mAh Battery| 2 Years Warranty| Lake Cyan,"13,999",3.9 out of 5 stars,79,(20% off)
95,"iQOO Z7s 5G by vivo (Norway Blue, 8GB RAM, 128GB Storage) | Ultra Bright AMOLED Display | Snapdragon 695 5G 6nm Processor | 64 MP OIS Ultra Stable Camera | 44WFlashCharge","17,999",4.1 out of 5 stars,"10,042",(28% off)
96,"Nokia C32 with 50MP Dual Rear AI Camera | Toughened Glass Back | 4GB RAM, 128GB Storage | Upto 7GB RAM with RAM Extension | 5000 mAh Battery | 1 Year Replacement Warranty | Android 13 | Mint","8,999",3.6 out of 5 stars,442,(18% off)
97,"Samsung Galaxy S22 Ultra 5G (Phantom Black, 12GB, 256GB Storage) with No Cost EMI/Additional Exchange Offers","84,999",4.3 out of 5 stars,"1,589",(36% off)
98,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)","9,799",3.9 out of 5 stars,6,
99,"OnePlus Nord 3 5G (Misty Green, 8GB RAM, 128GB Storage)","33,999",4.0 out of 5 stars,"2,047",
100,"Samsung Galaxy S23 Ultra 5G (Cream, 12GB, 256GB Storage)","1,07,199",5.0 out of 5 stars,2,(29% off)
101,"Vivo V29e 5G (Artistic RED,128) (8 GB RAM)","26,949",3.8 out of 5 stars,20,(16% off)
102,"HONOR 90 (Diamond Silver, 8GB + 256GB) | India's First Eye Risk-Free Display | 200MP Main & 50MP Selfie Camera | Segment First Quad-Curved AMOLED Screen | Without Charger","30,999",3.8 out of 5 stars,398,(35% off)
103,"Nokia G21 Android Smartphone, Dual SIM, 3-Day Battery Life, 6GB RAM + 128GB Storage, 50MP Triple AI Camera | Nordic Blue","12,499",3.9 out of 5 stars,"4,237",(26% off)
104,"TECNO Phantom V Flip 5G (Iconic Black 16GB RAM,256GB Storage) | 45W Fast Charging | 32 MP Selfie, 64 Rear Camera| 6.9"" Flexible, 1.32"" Secondrary AMOLED","54,999",4.7 out of 5 stars,86,(24% off)
105,"Nokia C32 with 50MP Dual Rear AI Camera | Toughened Glass Back | 4GB RAM, 128GB Storage | Upto 7GB RAM with RAM Extension | 5000 mAh Battery | 1 Year Replacement Warranty | Android 13 | Pink","8,999",3.6 out of 5 stars,442,(18% off)
106,realme narzo 50i Prime (Mint Green 4GB RAM+64GB Storage) Octa-core Processor |5000 mAh Battery,"7,499",4.0 out of 5 stars,"7,302",(25% off)
107,"OPPO Find X2 (Black, 12GB RAM, 256GB Storage) with No Cost EMI/Additional bank Offers","60,990",4.4 out of 5 stars,770,(13% off)
108,"Samsung Galaxy M34 5G (Waterfall Blue,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","17,999",3.9 out of 5 stars,"4,667",
109,Redmi 12 5G Jade Black 4GB RAM 128GB ROM,"11,999",3.7 out of 5 stars,"2,841",
110,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)","61,999",4.3 out of 5 stars,"4,245",
111,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)","61,999",4.3 out of 5 stars,"4,245",
112,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)","61,999",4.3 out of 5 stars,"4,245",
113,"Redmi 12C (Matte Black, 4GB RAM, 64GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery","6,999",3.9 out of 5 stars,"8,446",
114,"Redmi 12C (Matte Black, 4GB RAM, 64GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery","6,999",3.9 out of 5 stars,"8,446",
115,"Samsung Galaxy S21 Ultra 5G (Phantom Silver, 12GB, 256GB Storage)","64,999",4.2 out of 5 stars,706,(50% off)
116,"Samsung Galaxy S21 Ultra 5G (Phantom Silver, 12GB, 256GB Storage)","64,999",4.2 out of 5 stars,706,(50% off)
117,"Vivo V29e 5G (Artistic RED,128) (8 GB RAM)","26,949",3.8 out of 5 stars,20,(16% off)
118,"Vivo V29e 5G (Artistic RED,128) (8 GB RAM)","26,949",3.8 out of 5 stars,20,(16% off)
119,Apple iPhone 13 (512GB) - Blue,"69,499",4.6 out of 5 stars,"17,325",(30% off)
120,Apple iPhone 13 (512GB) - Blue,"69,499",4.6 out of 5 stars,"17,325",(30% off)
121,"Vivo Y02t (Cosmic Grey, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","8,999",4.0 out of 5 stars,109,(44% off)
122,"Vivo Y02t (Cosmic Grey, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","8,999",4.0 out of 5 stars,109,(44% off)
123,"TECNO Phantom V Fold 5G Black (12GB RAM,256GB Storage) | The First Full Size Fold | LTPO AMOLED Display | 4nm D9000+ Fast Processor","78,499",4.1 out of 5 stars,332,(29% off)
124,"TECNO Phantom V Fold 5G Black (12GB RAM,256GB Storage) | The First Full Size Fold | LTPO AMOLED Display | 4nm D9000+ Fast Processor","78,499",4.1 out of 5 stars,332,(29% off)
125,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)","9,799",3.9 out of 5 stars,6,
126,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)","9,799",3.9 out of 5 stars,6,
127,"Samsung Galaxy M34 5G (Prism Silver,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","17,999",3.9 out of 5 stars,"4,667",
128,"Samsung Galaxy M34 5G (Prism Silver,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","17,999",3.9 out of 5 stars,"4,667",
129,"iQOO 11 5G (Alpha, 16GB RAM, 256 GB Storage) | Snapdragon ® 8 Gen 2 Mobile Platform | 2K E6 AMOLED Display | V2 Intelligent Display Chip","54,999",4.3 out of 5 stars,938,(18% off)
130,"iQOO 11 5G (Alpha, 16GB RAM, 256 GB Storage) | Snapdragon ® 8 Gen 2 Mobile Platform | 2K E6 AMOLED Display | V2 Intelligent Display Chip","54,999",4.3 out of 5 stars,938,(18% off)
131,"Oppo F23 5G (Cool Black, 8GB RAM, 256GB Storage) | 5000 mAh Battery with 67W SUPERVOOC Charger | 64MP Rear Triple AI Camera with Microlens | 6.72"" FHD+ 120Hz Display | with Offer","24,999",3.9 out of 5 stars,836,(14% off)
132,"Oppo F23 5G (Cool Black, 8GB RAM, 256GB Storage) | 5000 mAh Battery with 67W SUPERVOOC Charger | 64MP Rear Triple AI Camera with Microlens | 6.72"" FHD+ 120Hz Display | with Offer","24,999",3.9 out of 5 stars,836,(14% off)
133,"Samsung Galaxy F54 5G (Stardust Silver, 256 GB) (8 GB RAM)","25,700",3.1 out of 5 stars,5,(34% off)
134,"Samsung Galaxy F54 5G (Stardust Silver, 256 GB) (8 GB RAM)","25,700",3.1 out of 5 stars,5,(34% off)
135,"Redmi Note 10S (Frost White, 8GB RAM,128 GB Storage) - Super Amoled Display | 64 MP Quad Camera | Alexa Built in | 33W Charger Included","14,749",4.2 out of 5 stars,"213,227",(30% off)
136,"Redmi Note 10S (Frost White, 8GB RAM,128 GB Storage) - Super Amoled Display | 64 MP Quad Camera | Alexa Built in | 33W Charger Included","14,749",4.2 out of 5 stars,"213,227",(30% off)
137,itel S23+| 3D Curved Amoled Display| 16GB* RAM+256GB ROM| in-Display Fingerprint| 50MP AI Dual Rear + 32MP Front Camera| 5000mAh Battery| 2 Years Warranty| Lake Cyan,"13,999",3.9 out of 5 stars,79,(20% off)
138,itel S23+| 3D Curved Amoled Display| 16GB* RAM+256GB ROM| in-Display Fingerprint| 50MP AI Dual Rear + 32MP Front Camera| 5000mAh Battery| 2 Years Warranty| Lake Cyan,"13,999",3.9 out of 5 stars,79,(20% off)
139,Apple iPhone 13 (512GB) - (Product) RED,"69,499",4.6 out of 5 stars,"17,325",(30% off)
140,Apple iPhone 13 (512GB) - (Product) RED,"69,499",4.6 out of 5 stars,"17,325",(30% off)
141,"TECNO Phantom X2 Pro 5G Stardust Grey (12GB RAM,256GB Storage) | World's 1st Retractable 50MP Portrait Lens | World's 1st 4nm Dimensity 9000 5G Processor","44,999",3.6 out of 5 stars,185,(27% off)
142,"TECNO Phantom X2 Pro 5G Stardust Grey (12GB RAM,256GB Storage) | World's 1st Retractable 50MP Portrait Lens | World's 1st 4nm Dimensity 9000 5G Processor","44,999",3.6 out of 5 stars,185,(27% off)
143,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Fast Charger Included | So Purple,"12,499",3.7 out of 5 stars,279,
144,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Fast Charger Included | So Purple,"12,499",3.7 out of 5 stars,279,
145,Redmi 12 5G Jade Black 4GB RAM 128GB ROM,"11,999",3.7 out of 5 stars,"2,841",
146,Redmi 12 5G Jade Black 4GB RAM 128GB ROM,"11,999",3.7 out of 5 stars,"2,841",
147,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)","61,999",4.3 out of 5 stars,"4,245",
148,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)","61,999",4.3 out of 5 stars,"4,245",
149,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)","61,999",4.3 out of 5 stars,"4,245",
150,"Redmi 12C (Matte Black, 4GB RAM, 64GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery","6,999",3.9 out of 5 stars,"8,446",
151,"Redmi 12C (Matte Black, 4GB RAM, 64GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery","6,999",3.9 out of 5 stars,"8,446",
152,"HONOR 90 (Diamond Silver, 8GB + 256GB) | India's First Eye Risk-Free Display | 200MP Main & 50MP Selfie Camera | Segment First Quad-Curved AMOLED Screen | Without Charger","30,999",3.8 out of 5 stars,398,(35% off)
153,"HONOR 90 (Diamond Silver, 8GB + 256GB) | India's First Eye Risk-Free Display | 200MP Main & 50MP Selfie Camera | Segment First Quad-Curved AMOLED Screen | Without Charger","30,999",3.8 out of 5 stars,398,(35% off)
154,"TECNO Camon 19 Neo (Dreamland Green, 6GB RAM, 128GB Storage)|48MP Super Night Rear Camera|32MP Selfie Camera","9,999",3.7 out of 5 stars,291,(46% off)
155,"TECNO Camon 19 Neo (Dreamland Green, 6GB RAM, 128GB Storage)|48MP Super Night Rear Camera|32MP Selfie Camera","9,999",3.7 out of 5 stars,291,(46% off)
156,"TECNO Spark 9T (Iris Purple, 4GB RAM,64GB Storage) | 50MP SuperNight Triple Camera | 18W Flash Charger","7,498",4.1 out of 5 stars,266,(40% off)
157,"TECNO Spark 9T (Iris Purple, 4GB RAM,64GB Storage) | 50MP SuperNight Triple Camera | 18W Flash Charger","7,498",4.1 out of 5 stars,266,(40% off)
158,"Redmi Note 12 5G (Sunrise Gold, 6GB RAM, 128GB Storage)","17,499",3.8 out of 5 stars,"8,090",(20% off)
159,"Redmi Note 12 5G (Sunrise Gold, 6GB RAM, 128GB Storage)","17,499",3.8 out of 5 stars,"8,090",(20% off)
160,Nokia C22 | 3-Day Battery Life | 4GB RAM (2GB RAM + 2GB Virtual RAM) | 13 MP Dual Rear AI Camera with Night & Portrait Mode | IP52 | Purple,"7,499",3.8 out of 5 stars,471,(17% off)
161,Nokia C22 | 3-Day Battery Life | 4GB RAM (2GB RAM + 2GB Virtual RAM) | 13 MP Dual Rear AI Camera with Night & Portrait Mode | IP52 | Purple,"7,499",3.8 out of 5 stars,471,(17% off)
162,"Redmi 11 Prime (Peppy Purple, 4GB RAM 64GB ROM) | Prime Design | High Performance Helio G99 | 50 MP AI Triple Cam | 5000 mAh | 22.5W","9,499",3.9 out of 5 stars,"1,880",(37% off)
163,"Redmi 11 Prime (Peppy Purple, 4GB RAM 64GB ROM) | Prime Design | High Performance Helio G99 | 50 MP AI Triple Cam | 5000 mAh | 22.5W","9,499",3.9 out of 5 stars,"1,880",(37% off)
164,"Nokia G21 Android Smartphone, Dual SIM, 3-Day Battery Life, 6GB RAM + 128GB Storage, 50MP Triple AI Camera | Nordic Blue","12,499",3.9 out of 5 stars,"4,237",(26% off)
165,"Nokia G21 Android Smartphone, Dual SIM, 3-Day Battery Life, 6GB RAM + 128GB Storage, 50MP Triple AI Camera | Nordic Blue","12,499",3.9 out of 5 stars,"4,237",(26% off)
166,"Redmi 12C (Lavender Purple, 4GB RAM, 128GB Storage)","8,499",3.9 out of 5 stars,"8,446",(43% off)
167,"Redmi 12C (Lavender Purple, 4GB RAM, 128GB Storage)","8,499",3.9 out of 5 stars,"8,446",(43% off)
168,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)","9,799",3.9 out of 5 stars,6,
169,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)","9,799",3.9 out of 5 stars,6,
170,"Samsung Galaxy M34 5G (Prism Silver,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","17,999",3.9 out of 5 stars,"4,667",
171,"Samsung Galaxy M34 5G (Prism Silver,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","17,999",3.9 out of 5 stars,"4,667",
172,"Nokia 2660 Flip 4G Volte keypad Phone with Dual SIM, Dual Screen, inbuilt MP3 Player & Wireless FM Radio | Black","4,449",3.8 out of 5 stars,"2,716",(25% off)
173,"Nokia 2660 Flip 4G Volte keypad Phone with Dual SIM, Dual Screen, inbuilt MP3 Player & Wireless FM Radio | Black","4,449",3.8 out of 5 stars,"2,716",(25% off)
174,"Nokia C32 with 50MP Dual Rear AI Camera | Toughened Glass Back | 4GB RAM, 128GB Storage | Upto 7GB RAM with RAM Extension | 5000 mAh Battery | 1 Year Replacement Warranty | Android 13 | Pink","8,999",3.6 out of 5 stars,442,(18% off)
175,"Nokia C32 with 50MP Dual Rear AI Camera | Toughened Glass Back | 4GB RAM, 128GB Storage | Upto 7GB RAM with RAM Extension | 5000 mAh Battery | 1 Year Replacement Warranty | Android 13 | Pink","8,999",3.6 out of 5 stars,442,(18% off)
176,"Samsung Galaxy F54 5G (Stardust Silver, 256 GB) (8 GB RAM)","25,700",3.1 out of 5 stars,5,(34% off)
177,"Samsung Galaxy F54 5G (Stardust Silver, 256 GB) (8 GB RAM)","25,700",3.1 out of 5 stars,5,(34% off)
178,"realme 11 5G (Glory Gold, 8GB RAM, 128GB Storage)","18,999",3.8 out of 5 stars,54,(10% off)
179,"realme 11 5G (Glory Gold, 8GB RAM, 128GB Storage)","18,999",3.8 out of 5 stars,54,(10% off)
180,"Samsung Galaxy M34 5G (Prism Silver,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","17,999",3.9 out of 5 stars,"4,667",(31% off)
181,"Samsung Galaxy M34 5G (Prism Silver,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","17,999",3.9 out of 5 stars,"4,667",(31% off)
182,"Vivo V29e 5G (Artistic RED,128) (8 GB RAM)","26,949",3.8 out of 5 stars,20,(16% off)
183,"Vivo V29e 5G (Artistic RED,128) (8 GB RAM)","26,949",3.8 out of 5 stars,20,(16% off)
184,"Samsung Galaxy A14 5G (Light Green, 8GB, 128GB Storage) | Triple Rear Camera (50 MP Main) | Upto 16 GB RAM with RAM Plus | Without Charger","19,999",3.8 out of 5 stars,"1,012",(13% off)
185,"Samsung Galaxy A14 5G (Light Green, 8GB, 128GB Storage) | Triple Rear Camera (50 MP Main) | Upto 16 GB RAM with RAM Plus | Without Charger","19,999",3.8 out of 5 stars,"1,012",(13% off)
186,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Fast Charger Included | So Purple,"12,499",3.7 out of 5 stars,279,
187,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Fast Charger Included | So Purple,"12,499",3.7 out of 5 stars,279,
188,Redmi 12 5G Jade Black 4GB RAM 128GB ROM,"11,999",3.7 out of 5 stars,"2,841",
189,Redmi 12 5G Jade Black 4GB RAM 128GB ROM,"11,999",3.7 out of 5 stars,"2,841",
190,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)","61,999",4.3 out of 5 stars,"4,245",
191,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)","61,999",4.3 out of 5 stars,"4,245",
192,"OnePlus 11 5G (Eternal Green, 16GB RAM, 256GB Storage)","61,999",4.3 out of 5 stars,"4,245",
193,"Redmi 12C (Matte Black, 4GB RAM, 64GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery","6,999",3.9 out of 5 stars,"8,446",
194,"Redmi 12C (Matte Black, 4GB RAM, 64GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery","6,999",3.9 out of 5 stars,"8,446",
195,"OPPO Find X2 (Black, 12GB RAM, 256GB Storage) with No Cost EMI/Additional bank Offers","60,990",4.4 out of 5 stars,770,(13% off)
196,"OPPO Find X2 (Black, 12GB RAM, 256GB Storage) with No Cost EMI/Additional bank Offers","60,990",4.4 out of 5 stars,770,(13% off)
197,"realme narzo 50 (Speed Black, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display","12,999",4.2 out of 5 stars,"18,510",(19% off)
198,"realme narzo 50 (Speed Black, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display","12,999",4.2 out of 5 stars,"18,510",(19% off)
199,"Samsung Galaxy A14 Silver,4GB RAM, 128GB Storage","13,999",3.8 out of 5 stars,39,(24% off)
200,"Samsung Galaxy A14 Silver,4GB RAM, 128GB Storage","13,999",3.8 out of 5 stars,39,(24% off)
201,"Lava Yuva 2 (3 GB RAM, UFS 2.2 64GB Storage) - Glass Blue|Unisoc T606 Octa Core Processor| 90 Hz Refresh Rate|Side Fingerprint Sensor|13MP Dual AI Camera| 5000 mAh Battery| Upto 6GB Expandable RAM","6,999",4.3 out of 5 stars,22,(18% off)
202,"Lava Yuva 2 (3 GB RAM, UFS 2.2 64GB Storage) - Glass Blue|Unisoc T606 Octa Core Processor| 90 Hz Refresh Rate|Side Fingerprint Sensor|13MP Dual AI Camera| 5000 mAh Battery| Upto 6GB Expandable RAM","6,999",4.3 out of 5 stars,22,(18% off)
203,"Oppo A78 5G (Glowing Black, 8GB RAM, 128 Storage) | 5000 mAh Battery with 33W SUPERVOOC Charger| 50MP AI Camera | 90Hz Refresh Rate | with No Cost EMI/Additional Exchange Offers","18,999",4.2 out of 5 stars,"2,276",(14% off)
204,"Oppo A78 5G (Glowing Black, 8GB RAM, 128 Storage) | 5000 mAh Battery with 33W SUPERVOOC Charger| 50MP AI Camera | 90Hz Refresh Rate | with No Cost EMI/Additional Exchange Offers","18,999",4.2 out of 5 stars,"2,276",(14% off)
205,"realme narzo N53 (Feather Black, 6GB+128GB) 33W Segment Fastest Charging | Slimmest Phone in Segment | 90 Hz Smooth Display","9,999",3.9 out of 5 stars,"7,982",(23% off)
206,"realme narzo N53 (Feather Black, 6GB+128GB) 33W Segment Fastest Charging | Slimmest Phone in Segment | 90 Hz Smooth Display","9,999",3.9 out of 5 stars,"7,982",(23% off)
207,"Motorola G82 5G (White Lily, 8GB RAM, 128GB Storage)","22,799",3.7 out of 5 stars,54,(12% off)
208,"Motorola G82 5G (White Lily, 8GB RAM, 128GB Storage)","22,799",3.7 out of 5 stars,54,(12% off)
209,"Nokia C32 with 50MP Dual Rear AI Camera | Toughened Glass Back | 4GB RAM, 128GB Storage | Upto 7GB RAM with RAM Extension | 5000 mAh Battery | 1 Year Replacement Warranty | Android 13 | Charcoal","8,999",3.7 out of 5 stars,153,(18% off)
210,"Nokia C32 with 50MP Dual Rear AI Camera | Toughened Glass Back | 4GB RAM, 128GB Storage | Upto 7GB RAM with RAM Extension | 5000 mAh Battery | 1 Year Replacement Warranty | Android 13 | Charcoal","8,999",3.7 out of 5 stars,153,(18% off)
211,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)","9,799",3.9 out of 5 stars,6,
212,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)","9,799",3.9 out of 5 stars,6,
213,"Samsung Galaxy M34 5G (Prism Silver,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","17,999",3.9 out of 5 stars,"4,667",
214,"Samsung Galaxy M34 5G (Prism Silver,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","17,999",3.9 out of 5 stars,"4,667",
215,"Redmi 11 Prime (Peppy Purple, 4GB RAM 64GB ROM) | Prime Design | High Performance Helio G99 | 50 MP AI Triple Cam | 5000 mAh | 22.5W","9,499",3.9 out of 5 stars,"1,880",(37% off)
216,"Redmi 11 Prime (Peppy Purple, 4GB RAM 64GB ROM) | Prime Design | High Performance Helio G99 | 50 MP AI Triple Cam | 5000 mAh | 22.5W","9,499",3.9 out of 5 stars,"1,880",(37% off)
217,"Samsung Galaxy Z Fold4 5G (Graygreen, 12GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","1,39,999",2.3 out of 5 stars,133,(21% off)
218,"Samsung Galaxy Z Fold4 5G (Graygreen, 12GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers","1,39,999",2.3 out of 5 stars,133,(21% off)
219,"Samsung F14 5G (OMG Black, 6GB RAM, 128GB Storage)","13,824",3.6 out of 5 stars,3,(25% off)
220,"Samsung F14 5G (OMG Black, 6GB RAM, 128GB Storage)","13,824",3.6 out of 5 stars,3,(25% off)
221,"Nothing Phone (2) 5G (White, 12GB RAM, 512GB Storage)","49,949",3.7 out of 5 stars,21,(17% off)
222,"Nothing Phone (2) 5G (White, 12GB RAM, 512GB Storage)","49,949",3.7 out of 5 stars,21,(17% off)
223,"Nothing Phone (2) 5G (Dark Grey, 12GB RAM, 512GB Storage)","49,949",3.7 out of 5 stars,21,(17% off)
224,"Nothing Phone (2) 5G (Dark Grey, 12GB RAM, 512GB Storage)","49,949",3.7 out of 5 stars,21,(17% off)
225,"Samsung Galaxy S22 Ultra 5G (Phantom White, 12GB, 256GB Storage) with No Cost EMI/Additional Exchange Offers","88,999",4.3 out of 5 stars,"1,589",(33% off)
226,"Samsung Galaxy S22 Ultra 5G (Phantom White, 12GB, 256GB Storage) with No Cost EMI/Additional Exchange Offers","88,999",4.3 out of 5 stars,"1,589",(33% off)
227,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Fast Charger Included | So Purple,"12,499",3.7 out of 5 stars,279,
228,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Fast Charger Included | So Purple,"12,499",3.7 out of 5 stars,279,
229,Redmi 12 5G Jade Black 4GB RAM 128GB ROM,"11,999",3.7 out of 5 stars,"2,841",
230,Redmi 12 5G Jade Black 4GB RAM 128GB ROM,"11,999",3.7 out of 5 stars,"2,841",
231,"Samsung Galaxy M34 5G (Midnight Blue,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","18,299",3.9 out of 5 stars,"4,667",
232,"Samsung Galaxy M34 5G (Midnight Blue,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","18,299",3.9 out of 5 stars,"4,667",
233,"Samsung Galaxy M34 5G (Midnight Blue,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger","18,299",3.9 out of 5 stars,"4,667",
234,"Redmi 12C (Matte Black, 4GB RAM, 64GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery","6,999",3.9 out of 5 stars,"8,446",
235,"Redmi 12C (Matte Black, 4GB RAM, 64GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery","6,999",3.9 out of 5 stars,"8,446",
236,"Itel A60s (4GB RAM + 64GB ROM, Up to 8GB RAM with Memory Fusion | 8MP AI Rear Camera | 5000mAh Battery with 10W Charging | Faceunlock & Fingerprint - Moonlit Violet","5,999",3.7 out of 5 stars,355,(29% off)
237,"Itel A60s (4GB RAM + 64GB ROM, Up to 8GB RAM with Memory Fusion | 8MP AI Rear Camera | 5000mAh Battery with 10W Charging | Faceunlock & Fingerprint - Moonlit Violet","5,999",3.7 out of 5 stars,355,(29% off)
